,Unnamed: 0,id,title,artist,company,date_released,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
68,68,4YwR8Zo29kK4vVzygHo4nt,Sick,GOT7,JYP,2016-09-27,0.666,0.717,2,-2.744,1,0.0504,0.549,0.0,0.133,0.517,91.013,257893
69,69,55Uatmasb5TIwtEUoW7lTm,Dreamin',GOT7,JYP,2016-09-27,0.933,0.79,7,-2.417,1,0.243,0.385,0.0,0.0425,0.535,115.003,188653
70,70,32gGg6vpjTGYEwX33PWTlU,Let Me,GOT7,JYP,2016-09-27,0.732,0.659,0,-2.866,1,0.0404,0.358,0.0,0.0961,0.331,98.015,201364
71,71,5nmwRYkPaFfi6iBQEBZc4h,Hey Yah,GOT7,JYP,2016-11-16,0.79,0.911,10,-2.418,0,0.185,0.157,0.0,0.0448,0.794,110.002,239360
72,72,6i6WZ1O1D3rl5u1IlkiD1J,Never Stop,GOT7,JYP,2016-11-16,0.772,0.919,11,-2.832,0,0.0616,0.0261,0.0,0.267,0.722,98.977,198813
73,73,0FhS0sXHvOLDoaaNqVoFwu,Let me know,GOT7,JYP,2016-11-16,0.626,0.702,4,-4.426,0,0.0663,0.0313,0.0,0.0727,0.311,160.009,197493
74,74,2UWJRZLJla6dyPT53VBTrG,Attention,GOT7,JYP,2016-11-16,0.696,0.825,0,-3.184,1,0.0356,0.0156,0.0,0.148,0.562,93.974,219387
75,75,2cPlnVVIh5yfhBU2e37VmO,Over & Over,GOT7,JYP,2016-11-16,0.79,0.927,2,-2.785,1,0.0948,0.0166,0.0,0.288,0.597,119.994,209587
76,76,4Ng6f0jcnzVtxPjh3fF2cN,離さなければ…,GOT7,JYP,2016-11-16,0.661,0.736,2,-4.573,1,0.0963,0.142,0.0,0.0795,0.527,171.978,212613
77,77,4tzkSoh450XnimhNWVmBhg,Never Ever,GOT7,JYP,2017-03-13,0.794,0.835,5,-2.043,0,0.0961,0.266,0.0,0.0979,0.771,101.039,194408
78,78,7eZBdBZGlWuX14Xys0puHy,Shopping Mall,GOT7,JYP,2017-03-13,0.862,0.754,11,-2.417,0,0.068,0.123,0.0,0.249,0.82,99.991,219129
79,79,5J7LpvVQDhSErvu6GVX5yg,Paradise,GOT7,JYP,2017-03-13,0.678,0.891,10,-1.846,1,0.0409,0.0775,0.0,0.58,0.689,102.948,211149
80,80,05LBUuMnaYL9A6NYAn6g7r,Sign,GOT7,JYP,2017-03-13,0.79,0.628,11,-3.202,1,0.035,0.0334,0.0,0.127,0.526,130.043,204397
81,81,2nLTCzKy1Ft8ZvQr5YlhjP,Go Higher,GOT7,JYP,2017-03-13,0.689,0.954,7,-1.31,1,0.136,0.151,0.0,0.371,0.786,127.973,217918
82,82,11DlvRb3lhcDViqDHwevCU,Q,GOT7,JYP,2017-03-13,0.737,0.734,0,-2.553,1,0.128,0.304,0.0,0.107,0.799,105.929,200353
83,83,4o3G7vpNGxNh6EFhDM0skm,Don’t care,GOT7,JYP,2017-03-13,0.848,0.591,11,-4.227,0,0.128,0.107,0.0,0.195,0.545,125.025,171225
84,84,7JjJRdHYZRLEWatnwNqlXp,OUT,GOT7,JYP,2017-03-13,0.741,0.948,1,-1.734,1,0.0888,0.023,0.0,0.0594,0.663,103.968,198869
85,85,3oASeyFo80RXfDa99mnlg7,MY SWAGGER,GOT7,JYP,2017-05-24,0.751,0.577,11,-4.126,1,0.0583,8.71e-05,0.0,0.0976,0.367,110.073,187053
86,86,2iQmpirSmRlunSGHDOmstZ,MEET ME,GOT7,JYP,2017-05-24,0.755,0.802,11,-3.799,0,0.138,0.0986,0.0,0.285,0.663,109.97,219293
87,87,3bHkBwb6MTcvTL13yKOyaC,Coming Home,JJ Project,JYP,2017-07-31,0.74,0.731,8,-6.086,1,0.0437,0.0114,8.22e-05,0.149,0.467,104.984,213453
88,88,1hqREvyq0vhec1WeLjPFqQ,"내일, 오늘 Tomorrow, Today",JJ Project,JYP,2017-07-31,0.599,0.676,1,-3.761,1,0.043,0.0162,0.0,0.123,0.577,110.05,235069
89,89,5dV5GelOYaEAqAwqV3WmgS,On&On,JJ Project,JYP,2017-07-31,0.465,0.778,11,-4.274,1,0.0595,0.147,0.0,0.19,0.404,89.756,212411
90,90,2vJ2NkAgV0qV5YaC9RSYAJ,Icarus,JJ Project,JYP,2017-07-31,0.554,0.633,5,-4.98,1,0.0282,0.236,1.28e-06,0.135,0.39,99.965,224618
91,91,1SPQnksCC2mTytnE9dW9XL,Don't Wanna Know,JJ Project,JYP,2017-07-31,0.544,0.78,5,-3.667,0,0.0481,0.323,0.0,0.371,0.625,143.938,222048
92,92,3uuNbeEEJOeUF3J2HacdvC,Find You,JJ Project,JYP,2017-07-31,0.642,0.693,5,-3.694,1,0.0346,0.308,0.0,0.167,0.493,102.025,242617
93,93,7axRsdurW0VUMVDgBQjsG0,The Day,Jinyoung,JYP,2017-07-31,0.703,0.393,7,-9.262,1,0.113,0.749,0.000162,0.13,0.226,81.994,227560
94,94,61zeQFZzNl77vJUQfnplUf,Fade Away,JAY B,JYP,2017-07-31,0.629,0.587,5,-4.778,0,0.0274,0.327,0.0,0.113,0.617,111.941,176874
0,0,2oRZSlZI47ZLDF7sErD3cu,Moon U,GOT7,JYP,2017-10-10,0.684,0.744,10,-3.934,0,0.0491,0.401,0.0,0.0825,0.48,140.03,201953
1,1,7fiiia7w18MLmPBcjmxeFJ,Teenager,GOT7,JYP,2017-10-10,0.613,0.899,10,-2.632,0,0.0825,0.0708,0.0,0.128,0.702,124.09,189378
2,2,0onCsNOWfUMt1ERQ0TI9Zt,You Are,GOT7,JYP,2017-10-10,0.529,0.893,5,-3.082,0,0.0766,0.199,0.0,0.562,0.648,99.515,200664
3,3,5SPWQWNwH7aF6gWWL9pHIO,Firework,GOT7,JYP,2017-10-10,0.477,0.662,0,-5.876,1,0.0817,0.0127,0.0,0.198,0.28,179.233,219649
4,4,5gHCfNARTuBuy6oN32mnKk,Remember You,GOT7,JYP,2017-10-10,0.803,0.644,11,-5.453,1,0.049,0.0983,0.0,0.153,0.249,94.997,247438
5,5,1GO6OXkWgJiHp4NZgaX2l7,To Me,GOT7,JYP,2017-10-10,0.853,0.806,5,-5.112,0,0.173,0.369,0.0,0.173,0.586,109.973,197658
6,6,5Z9I7qD6pPsAyWMBZTnjAw,Face,GOT7,JYP,2017-10-10,0.634,0.798,5,-2.435,1,0.0478,0.0515,0.0,0.18,0.178,92.023,208788
7,7,5o5A8FNgsXuF25vTGDhz6Y,TURN UP,GOT7,JYP,2017-11-05,0.751,0.873,7,-3.02,1,0.0718,0.00728,0.0,0.317,0.628,107.974,201173
8,8,3kLHlThjyoAv9zOnSjlZPC,DESSERT,GOT7,JYP,2017-11-05,0.58,0.977,2,-1.919,1,0.162,0.148,0.0,0.306,0.566,172.946,206507
9,9,4OLJ7fIxL67ZdF1ld660YQ,LION BOY,GOT7,JYP,2017-11-05,0.756,0.947,2,-2.188,1,0.0509,0.0974,0.0,0.335,0.458,103.994,191947
10,10,4RmIbtFGq6IW7fMbl13Dg9,FLASH UP,GOT7,JYP,2017-11-05,0.612,0.776,3,-3.857,1,0.0326,0.0222,0.0,0.16,0.347,89.979,292120
11,11,5mbg2RboaFvO1ppPPLsq8N,WHY,GOT7,JYP,2017-11-05,0.677,0.782,8,-5.305,0,0.064,0.172,0.0,0.114,0.337,125.022,227533
12,12,4SznOf3GSuBObvaLmYZDw2,この胸に,GOT7,JYP,2017-11-05,0.611,0.542,0,-5.671,1,0.0265,0.0713,6.22e-06,0.249,0.324,137.943,231053
13,13,2xmVD1aVbElj9nGecAcsIR,97 YOUNG & RICH,GOT7,JYP,2017-11-05,0.831,0.718,7,-5.59,1,0.0726,0.00276,0.000105,0.092,0.595,100.007,176507
14,14,261LXApprrMeuczNAGqjav,One And Only You,GOT7,JYP,2018-03-12,0.594,0.846,7,-2.539,0,0.308,0.146,0.0,0.0215,0.783,169.931,200541
15,15,1ZFQugO7BqYJjw8FVQHcze,Look,GOT7,JYP,2018-03-12,0.643,0.913,5,-1.724,0,0.157,0.113,0.0,0.383,0.734,119.938,194535
16,16,28P5svccNmBbTN0NEKn3Ms,The Reason,GOT7,JYP,2018-03-12,0.672,0.689,0,-4.7,1,0.0419,0.034,0.0,0.0923,0.264,109.947,219713
17,17,0u2UaymLopF43ifNyHCnsY,Hesitate,GOT7,JYP,2018-03-12,0.781,0.681,11,-4.329,1,0.0658,0.36,0.0,0.206,0.545,105.079,185179
18,18,6H99SZezHoiDxpdVTBaiFt,Us,GOT7,JYP,2018-03-12,0.803,0.694,4,-4.182,0,0.124,0.145,1.56e-06,0.237,0.397,94.012,196164
19,19,4zqhiObNLChqnBSEzR9Jla,Thank You,GOT7,JYP,2018-03-12,0.504,0.62,7,-4.948,1,0.0462,0.0393,4.36e-06,0.109,0.333,86.492,226483
20,20,6gJJ3geKv7UkSxOD2JmTQC,THE New Era,GOT7,JYP,2018-06-20,0.736,0.857,5,-1.812,1,0.094,0.031,0.0,0.231,0.466,102.553,219680
