,Unnamed: 0,id,title,artist,company,date_released,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
83,83,55vKMNVodvCEE3nOnQXSGT,WHIPPIN’,BAEKHYUN,SM,2021-01-20,0.706,0.812,1,-2.896,0,0.121,0.191,0.0,0.0541,0.537,120.062,232973
84,84,5KRF0oOJLEfm3x2N9S2cwa,Drown,BAEKHYUN,SM,2021-01-20,0.598,0.776,1,-3.682,0,0.0456,0.00929,0.0,0.1,0.577,105.926,225133
85,85,4ZrCPgX9fwXbmNJV5WcBWJ,Disappeared,BAEKHYUN,SM,2021-01-20,0.618,0.591,7,-5.402,1,0.0505,0.348,0.0,0.151,0.461,169.862,195800
86,86,1Gxrej5rBiUbB9QqwmIbDp,Stars,BAEKHYUN,SM,2021-01-20,0.62,0.658,9,-5.135,0,0.0365,0.438,0.0,0.233,0.591,91.028,255400
87,87,1WWskMa6hvLgHuNhc6suE2,Love Scene,BAEKHYUN,SM,2021-03-30,0.706,0.482,2,-6.927,0,0.037,0.738,0.000228,0.122,0.366,89.996,217200
88,88,60VaORSJ5x1D4ZPSc0g2En,Bambi,BAEKHYUN,SM,2021-03-30,0.438,0.632,7,-4.447,0,0.0417,0.434,0.0,0.214,0.386,61.45,213053
89,89,2iVsJ2ZuD6b0aHUSi6wcQG,All I Got,BAEKHYUN,SM,2021-03-30,0.417,0.614,3,-2.367,1,0.127,0.249,0.0,0.0672,0.719,150.055,240360
90,90,4WxthDZgaQqmj5tIuneDNX,Privacy,BAEKHYUN,SM,2021-03-30,0.47,0.68,5,-5.448,0,0.0504,0.421,0.0,0.251,0.465,84.405,187307
91,91,4QqROKO0RtV5CvxE7g90uw,Cry For Love,BAEKHYUN,SM,2021-03-30,0.706,0.692,1,-4.084,0,0.0483,0.338,0.0,0.113,0.526,136.078,210893
92,92,6kKC35sKUh2FUx4M0qAL44,Candy,BAEKHYUN,SM,2020-05-25,0.649,0.767,11,-3.838,0,0.0455,0.24,0.0,0.0929,0.608,149.918,227173
